unit_code,db_path,table_name,source_file,source_sheet,db_column_1,db_column_2,db_column_3,db_column_4,db_column_5,db_column_6,db_column_7,db_column_8,db_column_9,db_column_10,db_column_11,db_column_12,db_column_13,db_column_14,db_column_15,db_column_16,db_column_17,db_column_18,db_column_19,db_column_20,db_column_21,db_column_22,db_column_23,db_column_24,db_column_25,db_column_26,db_column_27,db_column_28,db_column_29,db_column_30,db_column_31,db_column_32,db_column_33,db_column_34,db_column_35,db_column_36,db_column_37,db_column_38,db_column_39,db_column_40,db_column_41,db_column_42,db_column_43,db_column_44
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,cau_hinh_tu_dong_cau_hinh_tu_dong_chi_tiet_th_theo_nvkt,cau_hinh_tu_dong_chi_tiet_processed.xlsx,th_theo_nvkt,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,Trung tâm Viễn thông,Đội Viễn thông,NVKT,Tổng hợp đồng,Lắp mới,Thay thế,Cấu hình WAN,Cấu hình WiFi,Thành công,Thất bại,Chưa có trạng thái,Tỷ lệ thành công (%),Tỷ lệ thất bại (%),,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,cau_hinh_tu_dong_cau_hinh_tu_dong_chi_tiet_th_theo_to,cau_hinh_tu_dong_chi_tiet_processed.xlsx,th_theo_to,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,Trung tâm Viễn thông,Đội Viễn thông,Tổng hợp đồng,Lắp mới,Thay thế,Cấu hình WAN,Cấu hình WiFi,Thành công,Thất bại,Chưa có trạng thái,Tỷ lệ thành công (%),Tỷ lệ thất bại (%),,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,chi_tieu_c_c1_1_chitiet_report_chi_tiet,c1.1_chitiet_report_processed.xlsx,chi_tiet,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,TEN_DOI,NVKT,Tổng phiếu,Số phiếu đạt,Tỷ lệ phiếu sửa chữa báo hỏng dịch vụ BRCD đúng quy định không tính hẹn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,chi_tieu_c_c1_1_chitiet_report_chi_tieu_ko_hen_15h,c1.1_chitiet_report_processed.xlsx,chi_tieu_ko_hen_15h,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,TEN_DOI,NVKT,Tổng phiếu,Số phiếu đạt,Tỷ lệ phiếu sửa chữa báo hỏng dịch vụ BRCD đúng quy định không tính hẹn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,chi_tieu_c_c1_1_chitiet_report_chi_tieu_ko_hen_16h,c1.1_chitiet_report_processed.xlsx,chi_tieu_ko_hen_16h,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,TEN_DOI,NVKT,Tổng phiếu,Số phiếu đạt,Tỷ lệ phiếu sửa chữa báo hỏng dịch vụ BRCD đúng quy định không tính hẹn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,chi_tieu_c_c1_1_chitiet_report_chi_tieu_ko_hen_17h,c1.1_chitiet_report_processed.xlsx,chi_tieu_ko_hen_17h,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,TEN_DOI,NVKT,Tổng phiếu,Số phiếu đạt,Tỷ lệ phiếu sửa chữa báo hỏng dịch vụ BRCD đúng quy định không tính hẹn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,chi_tieu_c_c1_1_chitiet_report_chi_tieu_ko_hen_18h,c1.1_chitiet_report_processed.xlsx,chi_tieu_ko_hen_18h,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,TEN_DOI,NVKT,Tổng phiếu,Số phiếu đạt,Tỷ lệ phiếu sửa chữa báo hỏng dịch vụ BRCD đúng quy định không tính hẹn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,chi_tieu_c_c1_1_report_th_c1_1,c1.1 report_processed.xlsx,TH_C1.1,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,Đơn vị,SM1,SM2,"Tỷ lệ sửa chữa phiếu chất lượng chủ động dịch vụ FiberVNN, MyTV đạt yêu cầu",SM3,SM4,Tỷ lệ phiếu sửa chữa báo hỏng dịch vụ BRCD đúng quy định không tính hẹn,SM5,SM6,Tỷ lệ phiếu sửa chữa trong ngày tại CCCO,Chỉ tiêu BSC,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,chi_tieu_c_c1_2_chitiet_sm1_report_th_sm1c12_hll_thang,c1.2_chitiet_sm1_report_processed.xlsx,TH_SM1C12_HLL_Thang,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,TEN_DOI,NVKT,Số phiếu HLL,Số phiếu báo hỏng,Tỉ lệ HLL tháng (2.5%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,chi_tieu_c_c1_2_report_th_c1_2,c1.2 report_processed.xlsx,TH_C1.2,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,Đơn vị,SM1,SM2,Tỷ lệ thuê bao báo hỏng dịch vụ BRCĐ lặp lại,SM3,SM4,Tỷ lệ sự cố dịch vụ BRCĐ,Chỉ tiêu BSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,chi_tieu_c_c1_3_report_th_c1_3,c1.3 report_processed.xlsx,TH_C1.3,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,Đơn vị,SM1,SM2,Tỷ lệ sửa chữa dịch vụ kênh TSL hoàn thành đúng thời gian quy định,SM3,SM4,Tỷ lệ thuê bao báo hỏng dịch vụ kênh TSL lặp lại,SM5,SM6,Tỷ lệ sự cố dịch vụ kênh TSL,Chỉ tiêu BSC,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,chi_tieu_c_c1_4_chitiet_report_th_hl_nvkt,c1.4_chitiet_report_processed.xlsx,TH_HL_NVKT,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,DOIVT,NVKT,Tổng phiếu KS thành công,Tổng phiếu KHL,Tỉ lệ HL NVKT (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,chi_tieu_c_c1_4_report_th_c1_4,c1.4 report_processed.xlsx,TH_C1.4,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,Đơn vị,Tổng phiếu,SL đã KS,SL KS thành công,SL KH hài lòng,Không HL KT phục vụ,Tỷ lệ HL KT phục vụ,Không HL KT dịch vụ,Tỷ lệ HL KT dịch vụ,Tổng phiếu hài lòng KT,Tỷ lệ KH hài lòng,Điểm BSC,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,chi_tieu_c_c1_5_report_th_c1_5,c1.5 report_processed.xlsx,TH_C1.5,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,Đơn vị,Tổng - SM1,Tổng - SM2,Tổng - KQ thực hiện chỉ tiêu,Tổng - Điểm BSC,CCCO - SM1,CCCO - SM2,CCCO - Tỷ lệ,CCCO - Điểm BSC,Không CCCO - SM1,Không CCCO - SM2,Không CCCO - Tỷ lệ,Không CCCO - Điểm BSC,CCCO xã hội hóa - SM1,CCCO xã hội hóa - SM2,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,chi_tieu_i_i1_5_k2_report_bien_dong_tong_hop,i1.5_k2 report_processed.xlsx,Bien_dong_tong_hop,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,TT,Đơn vị,NVKT_DB,Tổng số hiện tại,Tăng mới,Giảm/Hết,Vẫn còn,Số TB quản lý,Tỉ lệ SHC (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,chi_tieu_i_i1_5_k2_report_shc_theo_sa,i1.5_k2 report_processed.xlsx,shc_theo_SA,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,TT,SA,Số lượng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,chi_tieu_i_i1_5_k2_report_th_shc_i15,i1.5_k2 report_processed.xlsx,TH_SHC_I15,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,TT,Đơn vị,NVKT_DB,Số TB Suy hao cao K2,Tỉ lệ SHC (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,chi_tieu_i_i1_5_k2_report_th_shc_theo_to,i1.5_k2 report_processed.xlsx,TH_SHC_theo_to,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,TT,Đơn vị,Số TB Suy hao cao K2,Tỉ lệ SHC (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,chi_tieu_i_i1_5_report_bien_dong_tong_hop,i1.5 report_processed.xlsx,Bien_dong_tong_hop,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,TT,Đơn vị,NVKT_DB,Tổng số hiện tại,Tăng mới,Giảm/Hết,Vẫn còn,Số TB quản lý,Tỉ lệ SHC (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,chi_tieu_i_i1_5_report_shc_theo_sa,i1.5 report_processed.xlsx,shc_theo_SA,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,TT,SA,Số lượng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,chi_tieu_i_i1_5_report_th_shc_i15,i1.5 report_processed.xlsx,TH_SHC_I15,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,TT,Đơn vị,NVKT_DB,Số TB Suy hao cao K1,Tỉ lệ SHC (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,chi_tieu_i_i1_5_report_th_shc_theo_to,i1.5 report_processed.xlsx,TH_SHC_theo_to,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,TT,Đơn vị,Số TB Suy hao cao K1,Tỉ lệ SHC (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,ghtt_ghtt_nvktdb_report_kq_nvktdb,ghtt_nvktdb report_processed.xlsx,kq_nvktdb,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,NVKT,TTVT,Hoàn thành T,Giao NVKT T,Tỷ lệ T,Hoàn thành T+1,Giao NVKT T+1,Tỷ lệ T+1,SL GHTT >=6T,Hoàn thành >=6T T+1,Tỷ lệ >=6T T+1,Tỷ lệ Tổng,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,ghtt_ghtt_sontay_report_kq_sontay,ghtt_sontay report_processed.xlsx,kq_sontay,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,Đơn vị,Hoàn thành T,Giao NVKT T,Tỷ lệ T,Hoàn thành T+1,Giao NVKT T+1,Tỷ lệ T+1,SL GHTT >=6T,Hoàn thành >=6T T+1,Tỷ lệ >=6T T+1,Tỷ lệ Tổng,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,kpi_nvkt_c11_nvktdb_report_c11_kpi_nvkt,c11-nvktdb report_processed.xlsx,c11 kpi nvkt,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,STT,NVKT,SM1,SM2,"Tỷ lệ sửa chữa phiếu chất lượng chủ động dịch vụ FiberVNN, MyTV đạt yêu cầu",SM3,SM4,Tỷ lệ phiếu sửa chữa báo hỏng dịch vụ BRCĐ đúng quy định không tính hẹn,Chỉ tiêu BSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,kpi_nvkt_c12_nvktdb_report_c12_kpi_nvkt,c12-nvktdb report_processed.xlsx,c12 kpi nvkt,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,STT,NVKT,SM1,SM2,Tỷ lệ thuê bao báo hỏng dịch vụ BRCĐ lặp lại,SM3,SM4,Tỷ lệ sự cố dịch vụ BRCĐ,Chỉ tiêu BSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,kpi_nvkt_c13_nvktdb_report_c13_kpi_nvkt,c13-nvktdb report_processed.xlsx,c13 kpi nvkt,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,STT,NVKT,SM1,SM2,Tỷ lệ sửa chữa dịch vụ kênh TSL hoàn thành đúng thời gian quy định,SM3,SM4,Tỷ lệ thuê bao báo hỏng dịch vụ kênh TSL lặp lại,SM5,SM6,Tỷ lệ sự cố dịch vụ kênh TSL,Chỉ tiêu BSC,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,kq_tiep_thi_kq_tiep_thi_report_kq_th,kq_tiep_thi report_processed.xlsx,kq_th,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,STT,Đơn vị,Dịch vụ BRCĐ,Dịch vụ MyTV,Tổng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,kq_tiep_thi_kq_tiep_thi_report_kq_tiep_thi,kq_tiep_thi report_processed.xlsx,kq_tiep_thi,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,STT,Mã NV,Tên NV,Dịch vụ BRCĐ,Dịch vụ MyTV,Tổng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,tam_dung_khoi_phuc_dich_vu_tam_dung_khoi_phuc_dich_vu_chi_tiet_combined_tong_hop_theo_nvkt,tam_dung_khoi_phuc_dich_vu_chi_tiet_combined_processed.xlsx,tong_hop_theo_NVKT,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,TTVT,DOIVT,NVKT,Tạm dừng Fiber,Tạm dừng MyTV,Khôi phục Fiber,Khôi phục MyTV,Chưa khôi phục Fiber,Chưa khôi phục MyTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba_dinh,/home/vtst/baocaohanoi/api_transition/runtime/ba_dinh/sqlite_history/report_history.db,tam_dung_khoi_phuc_dich_vu_tam_dung_khoi_phuc_dich_vu_chi_tiet_combined_tong_hop_theo_to,tam_dung_khoi_phuc_dich_vu_chi_tiet_combined_processed.xlsx,tong_hop_theo_to,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,TTVT,DOIVT,Tạm dừng Fiber,Tạm dừng MyTV,Khôi phục Fiber,Khôi phục MyTV,Chưa khôi phục Fiber,Chưa khôi phục MyTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hoai_duc,/home/vtst/baocaohanoi/api_transition/runtime/hoai_duc/sqlite_history/report_history.db,cau_hinh_tu_dong_cau_hinh_tu_dong_chi_tiet_th_theo_nvkt,cau_hinh_tu_dong_chi_tiet_processed.xlsx,th_theo_nvkt,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,Trung tâm Viễn thông,Đội Viễn thông,NVKT,Tổng hợp đồng,Lắp mới,Thay thế,Cấu hình WAN,Cấu hình WiFi,Thành công,Thất bại,Chưa có trạng thái,Tỷ lệ thành công (%),Tỷ lệ thất bại (%),,,,,,,,,,,,,,,,,,,,,,,,,
hoai_duc,/home/vtst/baocaohanoi/api_transition/runtime/hoai_duc/sqlite_history/report_history.db,cau_hinh_tu_dong_cau_hinh_tu_dong_chi_tiet_th_theo_to,cau_hinh_tu_dong_chi_tiet_processed.xlsx,th_theo_to,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,Trung tâm Viễn thông,Đội Viễn thông,Tổng hợp đồng,Lắp mới,Thay thế,Cấu hình WAN,Cấu hình WiFi,Thành công,Thất bại,Chưa có trạng thái,Tỷ lệ thành công (%),Tỷ lệ thất bại (%),,,,,,,,,,,,,,,,,,,,,,,,,,
hoai_duc,/home/vtst/baocaohanoi/api_transition/runtime/hoai_duc/sqlite_history/report_history.db,chi_tieu_c_c1_1_chitiet_report_chi_tiet,c1.1_chitiet_report_processed.xlsx,chi_tiet,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,TEN_DOI,NVKT,Tổng phiếu,Số phiếu đạt,Tỷ lệ phiếu sửa chữa báo hỏng dịch vụ BRCD đúng quy định không tính hẹn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hoai_duc,/home/vtst/baocaohanoi/api_transition/runtime/hoai_duc/sqlite_history/report_history.db,chi_tieu_c_c1_1_chitiet_report_chi_tieu_ko_hen_15h,c1.1_chitiet_report_processed.xlsx,chi_tieu_ko_hen_15h,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,TEN_DOI,NVKT,Tổng phiếu,Số phiếu đạt,Tỷ lệ phiếu sửa chữa báo hỏng dịch vụ BRCD đúng quy định không tính hẹn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hoai_duc,/home/vtst/baocaohanoi/api_transition/runtime/hoai_duc/sqlite_history/report_history.db,chi_tieu_c_c1_1_chitiet_report_chi_tieu_ko_hen_16h,c1.1_chitiet_report_processed.xlsx,chi_tieu_ko_hen_16h,id,__snapshot_id,__sheet_id,__row_num,__row_hash,__imported_at,TEN_DOI,NVKT,Tổng phiếu,Số phiếu đạt,Tỷ lệ phiếu sửa chữa báo hỏng dịch vụ BRCD đúng quy định không tính hẹn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
